Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
29833,INN29834,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,5,2,Online,0,0,0,120.0,0,Not_Canceled
29064,INN29065,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
3922,INN03923,2,1,2,2,Meal Plan 1,0,Room_Type 1,141,2018,9,4,Online,0,0,0,149.85,2,Not_Canceled
14524,INN14525,2,0,2,1,Meal Plan 1,0,Room_Type 1,119,2017,12,26,Online,0,0,0,72.25,3,Not_Canceled
23050,INN23051,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90.0,0,Not_Canceled
33565,INN33566,2,0,2,0,Meal Plan 1,0,Room_Type 1,3,2018,12,4,Offline,0,0,0,89.0,0,Not_Canceled
35826,INN35827,2,0,1,3,Meal Plan 1,0,Room_Type 4,71,2018,9,19,Online,0,0,0,149.4,2,Not_Canceled
7010,INN07011,2,1,1,3,Meal Plan 1,0,Room_Type 1,39,2018,4,11,Online,0,0,0,121.5,2,Not_Canceled
19957,INN19958,2,0,2,5,Meal Plan 1,0,Room_Type 1,113,2018,7,12,Online,0,0,0,105.3,0,Canceled
27015,INN27016,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,2,14,Online,0,0,0,79.0,0,Canceled
8634,INN08635,2,2,0,1,Meal Plan 1,0,Room_Type 2,0,2018,3,8,Online,0,0,0,83.03,0,Not_Canceled
19821,INN19822,2,0,2,2,Meal Plan 1,0,Room_Type 1,117,2018,4,29,Online,0,0,0,95.2,1,Not_Canceled
13239,INN13240,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,9,15,Online,0,0,0,114.0,1,Not_Canceled
35831,INN35832,2,0,1,1,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
21803,INN21804,3,0,2,4,Meal Plan 1,0,Room_Type 4,200,2018,9,24,Offline,0,0,0,115.6,0,Canceled
29846,INN29847,2,0,0,2,Not Selected,0,Room_Type 1,165,2018,7,8,Online,0,0,0,94.5,0,Canceled
11165,INN11166,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,2017,9,4,Offline,0,0,0,116.0,0,Not_Canceled
26821,INN26822,2,0,2,1,Meal Plan 1,0,Room_Type 1,115,2018,5,28,Offline,0,0,0,75.0,0,Not_Canceled
35016,INN35017,3,0,1,5,Meal Plan 1,0,Room_Type 4,141,2018,8,1,Online,0,0,0,131.47,1,Not_Canceled
21768,INN21769,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,10,19,Corporate,0,0,0,132.0,0,Not_Canceled
4625,INN04626,1,0,0,3,Meal Plan 1,0,Room_Type 1,191,2018,6,23,Offline,0,0,0,95.0,0,Not_Canceled
1395,INN01396,0,1,2,4,Meal Plan 1,0,Room_Type 2,109,2018,4,1,Online,0,0,0,73.74,1,Not_Canceled
30718,INN30719,2,0,2,1,Meal Plan 1,0,Room_Type 1,121,2018,7,16,Online,0,0,0,105.3,1,Not_Canceled
31086,INN31087,1,0,1,0,Not Selected,0,Room_Type 1,9,2018,4,10,Online,0,0,0,105.0,0,Not_Canceled
16594,INN16595,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
16325,INN16326,2,0,0,2,Not Selected,0,Room_Type 1,138,2018,11,22,Online,0,0,0,79.2,1,Not_Canceled
33553,INN33554,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,11,11,Online,0,0,0,149.0,3,Not_Canceled
5038,INN05039,2,0,0,3,Not Selected,0,Room_Type 1,0,2018,7,5,Online,0,0,0,110.46,1,Not_Canceled
12617,INN12618,3,0,2,1,Meal Plan 1,0,Room_Type 4,196,2018,8,28,Online,0,0,0,128.7,0,Canceled
16716,INN16717,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,9,9,Online,0,0,0,154.0,1,Canceled
5686,INN05687,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
13656,INN13657,2,0,0,2,Meal Plan 1,0,Room_Type 4,88,2018,10,25,Online,0,0,0,104.4,1,Not_Canceled
27360,INN27361,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130.0,0,Canceled
35297,INN35298,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
33966,INN33967,1,0,0,2,Meal Plan 2,0,Room_Type 1,6,2017,12,10,Online,0,0,0,0.0,0,Not_Canceled
11243,INN11244,2,0,0,4,Meal Plan 1,0,Room_Type 1,47,2018,8,30,Online,0,0,0,109.8,2,Not_Canceled
33720,INN33721,2,0,0,4,Meal Plan 1,0,Room_Type 1,10,2018,12,20,Online,0,0,0,83.73,1,Not_Canceled
12585,INN12586,2,0,1,2,Not Selected,0,Room_Type 1,29,2018,8,15,Online,0,0,0,129.73,1,Canceled
14532,INN14533,2,0,1,1,Meal Plan 1,0,Room_Type 1,15,2018,5,9,Online,0,0,0,111.0,1,Not_Canceled
14552,INN14553,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,8,15,Online,0,0,0,124.0,1,Not_Canceled
6542,INN06543,2,0,2,9,Meal Plan 1,0,Room_Type 4,106,2018,3,15,Online,0,0,0,110.77,0,Canceled
5455,INN05456,2,0,0,4,Meal Plan 1,0,Room_Type 1,88,2017,7,1,Online,0,0,0,76.5,1,Canceled
3493,INN03494,2,2,0,3,Meal Plan 1,0,Room_Type 6,55,2018,9,20,Online,0,0,0,207.9,0,Canceled
11393,INN11394,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2017,9,2,Online,0,0,0,95.0,1,Not_Canceled
9407,INN09408,2,0,2,3,Meal Plan 1,0,Room_Type 1,265,2018,10,9,Online,0,0,0,100.3,0,Canceled
16356,INN16357,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,2017,11,10,Online,0,0,0,104.55,1,Canceled
8049,INN08050,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,90.0,0,Not_Canceled
21342,INN21343,2,0,0,1,Meal Plan 1,0,Room_Type 1,15,2017,12,23,Online,0,0,0,97.0,0,Not_Canceled
18176,INN18177,2,0,0,2,Meal Plan 1,0,Room_Type 1,23,2018,9,8,Online,0,0,0,130.0,1,Not_Canceled
24159,INN24160,2,0,0,3,Not Selected,0,Room_Type 1,59,2018,11,23,Online,0,0,0,79.2,0,Canceled
5306,INN05307,2,0,2,4,Meal Plan 1,0,Room_Type 1,263,2018,9,29,Online,0,0,0,100.3,0,Canceled
25676,INN25677,3,0,2,0,Meal Plan 1,0,Room_Type 4,171,2018,10,30,Online,0,0,0,123.3,1,Canceled
9097,INN09098,2,2,2,2,Meal Plan 1,0,Room_Type 6,42,2018,3,20,Online,0,0,0,168.63,0,Canceled
27427,INN27428,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,116.28,0,Canceled
7916,INN07917,2,0,1,0,Not Selected,0,Room_Type 1,40,2018,6,5,Online,0,0,0,98.1,1,Not_Canceled
29729,INN29730,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91.0,0,Not_Canceled
1962,INN01963,1,0,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,87.0,0,Not_Canceled
8344,INN08345,2,1,0,3,Meal Plan 1,0,Room_Type 1,105,2018,6,8,Online,0,0,0,143.1,0,Canceled
19000,INN19001,2,0,2,2,Meal Plan 1,0,Room_Type 1,157,2018,8,28,Offline,0,0,0,80.75,2,Not_Canceled
27406,INN27407,1,0,1,1,Meal Plan 1,0,Room_Type 4,0,2018,2,15,Offline,0,0,0,45.0,1,Not_Canceled
17802,INN17803,2,0,0,2,Meal Plan 1,0,Room_Type 4,36,2018,1,28,Online,0,0,0,87.3,0,Canceled
26937,INN26938,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Offline,0,0,0,70.0,0,Not_Canceled
34382,INN34383,2,0,2,5,Meal Plan 1,0,Room_Type 1,277,2018,9,5,Offline,0,0,0,80.0,0,Canceled
8238,INN08239,2,0,2,4,Not Selected,0,Room_Type 1,2,2018,2,10,Online,0,0,0,80.67,0,Not_Canceled
27549,INN27550,1,0,0,4,Meal Plan 1,0,Room_Type 4,8,2018,4,5,Online,0,0,0,92.17,1,Not_Canceled
22004,INN22005,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
27536,INN27537,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,11,19,Corporate,1,1,1,65.0,0,Not_Canceled
19060,INN19061,2,0,1,3,Meal Plan 1,0,Room_Type 1,26,2017,9,17,Offline,0,0,0,76.5,0,Not_Canceled
2958,INN02959,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0,Canceled
24438,INN24439,2,0,2,1,Meal Plan 1,0,Room_Type 1,139,2018,10,8,Online,0,0,0,118.8,0,Canceled
30730,INN30731,2,1,1,1,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Online,0,0,0,83.55,0,Canceled
19757,INN19758,2,0,1,1,Meal Plan 1,0,Room_Type 4,14,2017,10,26,Online,0,0,0,136.0,2,Not_Canceled
7586,INN07587,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,28,Corporate,1,0,3,65.0,1,Not_Canceled
35322,INN35323,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,13,Online,0,0,0,89.0,0,Not_Canceled
18999,INN19000,2,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,6,13,Online,0,0,0,101.0,1,Not_Canceled
11306,INN11307,2,1,1,0,Meal Plan 1,0,Room_Type 1,36,2018,9,5,Online,0,0,0,126.0,0,Canceled
20551,INN20552,2,1,2,4,Meal Plan 1,0,Room_Type 1,49,2018,6,29,Online,0,0,0,134.1,0,Not_Canceled
12350,INN12351,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
22916,INN22917,2,0,0,1,Not Selected,0,Room_Type 1,44,2018,5,19,Offline,0,0,0,76.5,0,Not_Canceled
18382,INN18383,2,0,2,3,Not Selected,0,Room_Type 1,133,2018,8,21,Online,0,0,0,70.04,2,Not_Canceled
19027,INN19028,2,0,0,4,Meal Plan 1,0,Room_Type 4,22,2017,12,29,Online,0,0,0,132.0,0,Not_Canceled
15292,INN15293,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,Not_Canceled
10919,INN10920,2,0,2,1,Meal Plan 1,0,Room_Type 1,71,2017,10,24,Online,0,0,0,89.25,2,Not_Canceled
35179,INN35180,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
34554,INN34555,2,0,2,3,Meal Plan 1,0,Room_Type 1,212,2018,5,20,Offline,0,0,0,78.0,0,Canceled
2929,INN02930,2,0,0,3,Meal Plan 1,0,Room_Type 1,101,2018,7,13,Online,0,0,0,105.3,0,Canceled
26580,INN26581,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,9,2,Corporate,0,0,0,65.0,0,Not_Canceled
18697,INN18698,2,0,4,6,Meal Plan 1,0,Room_Type 4,27,2018,6,12,Online,0,0,0,132.24,0,Canceled
11208,INN11209,1,0,0,4,Meal Plan 1,0,Room_Type 1,5,2017,12,1,Corporate,0,0,0,65.0,0,Not_Canceled
3074,INN03075,2,0,0,1,Not Selected,0,Room_Type 1,9,2017,11,7,Online,0,0,0,76.0,1,Not_Canceled
6248,INN06249,3,0,2,0,Meal Plan 1,0,Room_Type 4,40,2018,8,14,Online,0,0,0,177.3,3,Not_Canceled
21375,INN21376,2,0,2,3,Meal Plan 1,0,Room_Type 1,109,2017,8,9,Online,0,0,0,76.5,1,Not_Canceled
5980,INN05981,2,0,2,2,Not Selected,0,Room_Type 1,4,2018,8,21,Online,0,0,0,128.0,1,Not_Canceled
34378,INN34379,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,8,17,Offline,0,0,0,146.0,2,Not_Canceled
19165,INN19166,2,1,2,4,Meal Plan 1,0,Room_Type 1,90,2018,8,4,Online,0,0,0,135.9,1,Canceled
1296,INN01297,2,0,2,1,Not Selected,0,Room_Type 1,30,2018,3,5,Online,0,0,0,76.1,2,Not_Canceled
32177,INN32178,2,1,1,3,Meal Plan 1,0,Room_Type 1,87,2018,10,10,Online,0,0,0,135.0,1,Canceled
15603,INN15604,3,0,2,5,Meal Plan 1,0,Room_Type 4,96,2018,7,9,Online,0,0,0,141.56,2,Not_Canceled
3938,INN03939,2,2,1,2,Meal Plan 1,0,Room_Type 6,118,2018,7,29,Online,0,0,0,183.3,0,Canceled
9786,INN09787,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
33234,INN33235,3,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,138.5,1,Not_Canceled
3640,INN03641,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,2017,10,26,Offline,0,0,0,72.24,1,Not_Canceled
31130,INN31131,2,0,3,8,Meal Plan 1,0,Room_Type 4,55,2018,8,29,Online,0,0,0,126.0,0,Not_Canceled
14786,INN14787,1,0,2,0,Meal Plan 1,0,Room_Type 1,30,2018,9,25,Online,0,0,0,99.1,1,Not_Canceled
21643,INN21644,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,3,7,Online,0,0,0,103.0,1,Not_Canceled
6870,INN06871,2,0,2,3,Meal Plan 1,0,Room_Type 1,5,2018,12,30,Online,0,0,0,116.0,1,Not_Canceled
18583,INN18584,2,0,2,2,Meal Plan 1,0,Room_Type 1,148,2018,8,26,Online,0,0,0,96.3,0,Canceled
28949,INN28950,2,0,3,7,Meal Plan 1,1,Room_Type 1,109,2018,5,23,Online,0,0,0,138.54,0,Not_Canceled
22757,INN22758,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2017,10,12,Corporate,0,0,0,65.0,0,Not_Canceled
6872,INN06873,2,0,0,1,Meal Plan 1,0,Room_Type 4,30,2017,10,14,Online,0,0,0,105.3,1,Not_Canceled
3707,INN03708,2,0,0,3,Meal Plan 1,0,Room_Type 1,16,2018,12,8,Online,0,0,0,108.67,0,Not_Canceled
13064,INN13065,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,99.0,0,Not_Canceled
11574,INN11575,1,0,2,5,Meal Plan 1,0,Room_Type 1,14,2018,5,12,Aviation,0,0,0,95.0,0,Not_Canceled
29706,INN29707,2,0,2,2,Meal Plan 1,0,Room_Type 2,50,2018,3,5,Online,0,0,0,65.66,0,Canceled
11919,INN11920,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
21429,INN21430,2,0,1,2,Not Selected,0,Room_Type 1,4,2018,4,15,Online,0,0,0,83.93,0,Canceled
7573,INN07574,2,2,1,5,Meal Plan 2,0,Room_Type 6,296,2018,12,26,Online,0,0,0,196.07,1,Canceled
17688,INN17689,2,0,1,3,Not Selected,0,Room_Type 1,19,2018,9,22,Online,0,0,0,141.5,0,Canceled
26772,INN26773,2,0,1,2,Meal Plan 1,0,Room_Type 1,89,2017,11,23,Online,0,0,0,72.25,2,Not_Canceled
27774,INN27775,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,31,Offline,0,0,0,80.0,0,Not_Canceled
3886,INN03887,1,0,2,5,Meal Plan 1,0,Room_Type 1,253,2017,9,12,Online,0,0,0,80.75,2,Not_Canceled
24630,INN24631,2,0,0,1,Not Selected,0,Room_Type 1,46,2018,8,26,Online,0,0,0,125.1,0,Canceled
27166,INN27167,2,0,1,2,Meal Plan 1,0,Room_Type 1,164,2018,10,24,Online,0,0,0,100.2,0,Canceled
9469,INN09470,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,108.0,0,Canceled
24475,INN24476,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,3,8,Offline,0,0,0,97.0,0,Not_Canceled
35446,INN35447,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120.0,0,Canceled
32011,INN32012,2,0,0,1,Meal Plan 1,0,Room_Type 1,84,2017,7,25,Online,0,0,0,76.5,2,Not_Canceled
26643,INN26644,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,94.5,0,Not_Canceled
1738,INN01739,2,0,2,5,Meal Plan 1,0,Room_Type 1,257,2018,12,25,Online,0,0,0,78.81,2,Canceled
30110,INN30111,2,0,0,4,Not Selected,0,Room_Type 1,283,2018,12,28,Online,0,0,0,72.25,2,Not_Canceled
9489,INN09490,3,0,0,1,Meal Plan 1,0,Room_Type 4,9,2018,5,25,Online,0,0,0,147.0,2,Not_Canceled
30993,INN30994,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,8,1,Online,0,0,0,135.9,0,Canceled
585,INN00586,1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,11,2,Online,0,0,0,117.0,0,Not_Canceled
2153,INN02154,2,0,1,2,Meal Plan 1,0,Room_Type 1,66,2017,10,9,Offline,0,0,0,75.0,0,Not_Canceled
35860,INN35861,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,20,Online,0,0,0,106.0,2,Not_Canceled
31612,INN31613,1,0,2,5,Meal Plan 1,0,Room_Type 4,11,2017,10,23,Online,0,0,0,138.71,3,Not_Canceled
13925,INN13926,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,55.33,0,Not_Canceled
16657,INN16658,2,0,1,2,Meal Plan 2,0,Room_Type 1,5,2018,10,28,Online,0,0,0,200.33,2,Not_Canceled
15609,INN15610,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
10460,INN10461,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
3508,INN03509,2,0,0,2,Meal Plan 1,0,Room_Type 1,186,2018,7,28,Online,0,0,0,96.3,1,Canceled
30003,INN30004,2,0,0,3,Meal Plan 1,0,Room_Type 1,25,2018,1,12,Offline,0,0,0,40.67,0,Not_Canceled
8686,INN08687,2,2,1,2,Meal Plan 1,0,Room_Type 6,33,2018,10,14,Online,0,0,0,235.33,0,Canceled
1866,INN01867,2,1,1,1,Not Selected,0,Room_Type 1,158,2018,12,24,Online,0,0,0,79.2,1,Canceled
34662,INN34663,2,0,2,3,Meal Plan 1,0,Room_Type 1,8,2018,11,27,Online,0,0,0,65.54,0,Canceled
953,INN00954,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115.0,0,Canceled
1993,INN01994,3,0,0,2,Meal Plan 1,0,Room_Type 4,93,2018,6,3,Online,0,0,0,159.3,0,Not_Canceled
27149,INN27150,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,2,9,Online,0,0,0,100.0,1,Canceled
15756,INN15757,2,0,2,1,Meal Plan 2,0,Room_Type 1,2,2017,8,1,Offline,0,0,0,94.5,0,Canceled
21402,INN21403,2,2,0,3,Meal Plan 1,0,Room_Type 6,45,2018,10,6,Online,0,0,0,204.0,2,Not_Canceled
18421,INN18422,2,0,0,3,Meal Plan 1,0,Room_Type 4,47,2017,11,11,Offline,0,0,0,60.0,0,Not_Canceled
1318,INN01319,2,0,0,3,Meal Plan 2,0,Room_Type 1,24,2018,3,3,Offline,0,0,0,117.0,0,Not_Canceled
16093,INN16094,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,4,Online,0,0,0,76.0,1,Not_Canceled
532,INN00533,2,0,0,3,Meal Plan 1,0,Room_Type 1,13,2017,12,17,Offline,0,0,0,58.0,0,Not_Canceled
34995,INN34996,2,0,0,3,Not Selected,0,Room_Type 1,113,2018,6,9,Online,0,0,0,116.1,0,Not_Canceled
5915,INN05916,2,0,1,2,Meal Plan 1,0,Room_Type 4,90,2018,3,28,Offline,0,0,0,46.67,0,Not_Canceled
35875,INN35876,3,0,0,3,Meal Plan 1,0,Room_Type 4,8,2018,4,21,Online,0,0,0,176.0,2,Not_Canceled
4107,INN04108,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,2018,10,16,Online,0,0,0,90.0,0,Canceled
11605,INN11606,0,2,2,5,Meal Plan 1,0,Room_Type 2,255,2018,11,12,Online,0,0,0,72.0,0,Canceled
3353,INN03354,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,2018,4,4,Online,0,0,0,80.0,0,Canceled
2231,INN02232,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,9,Corporate,0,0,0,179.38,0,Not_Canceled
3396,INN03397,2,0,2,3,Meal Plan 1,0,Room_Type 1,68,2018,4,2,Online,0,0,0,89.93,1,Not_Canceled
3202,INN03203,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,9,2,Online,0,0,0,86.35,0,Not_Canceled
24545,INN24546,2,0,1,0,Not Selected,0,Room_Type 1,1,2017,8,9,Online,0,0,0,89.0,0,Not_Canceled
7578,INN07579,2,1,1,2,Meal Plan 1,0,Room_Type 1,18,2018,2,22,Online,0,0,0,120.0,2,Not_Canceled
1149,INN01150,2,2,1,2,Meal Plan 1,0,Room_Type 6,9,2017,8,21,Online,0,0,0,115.67,3,Not_Canceled
17283,INN17284,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled
10968,INN10969,2,1,2,2,Meal Plan 1,0,Room_Type 5,33,2018,8,13,Offline,0,0,0,150.57,0,Not_Canceled
33194,INN33195,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,109.0,0,Canceled
16624,INN16625,2,0,0,2,Meal Plan 1,0,Room_Type 1,52,2018,5,20,Offline,0,0,0,140.0,0,Not_Canceled
24079,INN24080,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,8,Online,0,0,0,67.5,0,Not_Canceled
13099,INN13100,3,0,2,2,Meal Plan 1,0,Room_Type 4,28,2018,5,22,Online,0,0,0,149.15,0,Canceled
26202,INN26203,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,12,Offline,0,0,0,80.75,0,Not_Canceled
20481,INN20482,3,0,3,8,Meal Plan 1,0,Room_Type 4,190,2018,12,22,Online,0,0,0,117.45,0,Not_Canceled
1385,INN01386,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Online,0,0,0,80.0,0,Canceled
28752,INN28753,2,0,0,2,Meal Plan 1,0,Room_Type 4,11,2018,11,17,Online,0,0,0,121.0,1,Not_Canceled
9167,INN09168,1,0,1,0,Not Selected,0,Room_Type 1,36,2018,9,25,Online,0,0,0,72.07,1,Not_Canceled
26235,INN26236,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled
17879,INN17880,3,0,0,1,Meal Plan 1,0,Room_Type 4,135,2018,12,28,Online,0,0,0,131.4,2,Canceled
15384,INN15385,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,11,3,Online,0,0,0,127.5,3,Not_Canceled
19245,INN19246,2,1,0,2,Meal Plan 1,0,Room_Type 1,311,2018,12,30,Online,0,0,0,112.5,1,Canceled
8317,INN08318,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled
35858,INN35859,2,1,0,2,Meal Plan 2,0,Room_Type 1,119,2018,7,21,Offline,0,0,0,131.08,0,Not_Canceled
20937,INN20938,2,0,0,3,Meal Plan 1,0,Room_Type 1,70,2018,8,31,Offline,0,0,0,80.75,0,Not_Canceled
15148,INN15149,2,0,0,2,Meal Plan 1,0,Room_Type 1,37,2017,9,16,Online,0,0,0,94.5,0,Not_Canceled
34893,INN34894,2,0,0,3,Meal Plan 1,0,Room_Type 4,8,2018,6,29,Online,0,0,0,159.33,1,Canceled
32534,INN32535,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled
13573,INN13574,1,0,1,0,Not Selected,1,Room_Type 1,7,2018,4,11,Online,0,0,0,89.0,0,Not_Canceled
34360,INN34361,2,0,2,5,Meal Plan 1,0,Room_Type 1,258,2018,10,2,Online,0,0,0,100.3,0,Canceled
816,INN00817,2,1,4,6,Meal Plan 1,0,Room_Type 1,57,2017,12,26,Online,0,0,0,113.85,0,Not_Canceled
19133,INN19134,1,0,0,3,Meal Plan 1,0,Room_Type 4,74,2018,6,16,Online,0,0,0,109.28,1,Not_Canceled
14522,INN14523,2,2,2,3,Meal Plan 1,0,Room_Type 6,42,2018,9,4,Online,0,0,0,182.34,1,Canceled
22306,INN22307,2,1,1,2,Meal Plan 1,0,Room_Type 1,16,2018,6,13,Online,0,0,0,132.33,0,Canceled
32750,INN32751,2,1,0,5,Meal Plan 1,0,Room_Type 1,53,2018,6,28,Online,0,0,0,135.9,2,Not_Canceled
8090,INN08091,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,3,2,Offline,0,0,0,56.0,0,Not_Canceled
21200,INN21201,2,0,0,1,Meal Plan 2,0,Room_Type 1,29,2018,12,17,Online,0,0,0,144.0,0,Not_Canceled
28319,INN28320,2,0,2,3,Meal Plan 1,0,Room_Type 2,108,2018,9,24,Online,0,0,0,127.38,3,Not_Canceled
27738,INN27739,2,0,2,5,Meal Plan 1,0,Room_Type 4,122,2018,12,24,Online,0,0,0,77.44,1,Canceled
27671,INN27672,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
23579,INN23580,2,0,2,3,Meal Plan 1,0,Room_Type 1,15,2017,9,6,Online,0,0,0,91.73,0,Not_Canceled
9206,INN09207,2,0,0,5,Meal Plan 1,0,Room_Type 1,67,2018,12,20,Online,0,0,0,64.67,1,Not_Canceled
27068,INN27069,2,0,2,2,Meal Plan 1,0,Room_Type 1,138,2018,4,23,Online,0,0,0,90.95,0,Not_Canceled
10581,INN10582,2,2,2,3,Meal Plan 2,0,Room_Type 6,12,2018,2,14,Online,0,0,0,230.0,0,Canceled
22584,INN22585,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
15102,INN15103,2,0,2,2,Meal Plan 1,0,Room_Type 1,0,2018,11,13,Online,0,0,0,98.6,1,Not_Canceled
34835,INN34836,3,0,0,1,Meal Plan 1,0,Room_Type 4,13,2018,6,10,Online,0,0,0,177.0,0,Not_Canceled
11147,INN11148,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,65.0,0,Canceled
8856,INN08857,1,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,100.0,0,Not_Canceled
24227,INN24228,2,0,1,0,Meal Plan 1,0,Room_Type 4,72,2018,10,9,Online,0,0,0,132.3,3,Not_Canceled
